id,filtered_words_array,features,label_index
R170,"['explain', 'guess', 'try', 'note.', 'statement', 'knowledge', 'former', 'week.', 'fall', 'use', 'base', 'risk', 'rise.', 'seek', 'resource', 'focus.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[171,1020,1670,2227,2302,3614,3729,4160,4506,4554,4687,4693,5133,5341,7864,8016,8173,8660,8794,9462,9599,9817],[3.577548771469606,2.579019941358479,4.270695952029551,2.7200985396183848,5.117993812416755,0.667530016189645,4.019381523748645,4.830311739964974,0.691153161953081,5.117993812416755,0.691153161953081,3.914021008090819,3.8187108282864943,4.019381523748645,4.830311739964974,5.117993812416755,3.7316994512968646,4.270695952029551,4.137164559405029,0.691153161953081,5.117993812416755,3.7316994512968646])",1.0
F110,"['sea', 'hard', 'the.', 'whatever', 'happy', 'world', 'physical', 'billion', 'evidence.', 'daughter', 'public', 'create.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[258,503,1770,2260,3486,4921,5125,5347,5850,6808,7281,7623,7695,7936,8338,8649,9360,9588,9617],[4.137164559405029,0.691153161953081,2.8844015909096608,5.117993812416755,2.849310271098391,2.849310271098391,4.270695952029551,4.137164559405029,0.691153161953081,5.523458920524919,0.6753425559264385,4.019381523748645,4.42484663185681,0.691153161953081,0.691153161953081,3.6516567436233283,4.019381523748645,4.607168188650764,4.270695952029551])",0.0
F048,"['evening', 'water', 'customer', 'believe', 'store', 'effort', 'along', 'wear.', 'case', 'argue', 'conference.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,533,1413,1898,2589,2840,3529,3730,3892,5286,5726,5850,6342,6747,7184,7281,7936,8338],[0.691153161953081,5.117993812416755,3.914021008090819,4.830311739964974,3.577548771469606,4.270695952029551,4.830311739964974,4.137164559405029,2.5530444549552183,4.137164559405029,4.019381523748645,0.691153161953081,3.914021008090819,2.5530444549552183,4.137164559405029,0.6753425559264385,0.691153161953081,0.691153161953081])",0.0
F082,"['list', 'technology', 'author', 'recognize', 'billion.', 'meeting', 'across', 'realize', 'chance.', 'general', 'pass', 'fact', 'walk', 'enter', 'away', 'treatment.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[20,503,629,1020,1582,3143,3737,4377,5465,5850,6142,7074,7215,7281,7435,7936,8171,8338,8392,8728,9350,9944],[4.607168188650764,0.691153161953081,5.523458920524919,2.579019941358479,4.019381523748645,4.830311739964974,3.6516567436233283,2.60568818844064,4.137164559405029,0.691153161953081,4.137164559405029,3.4440173788450834,4.42484663185681,0.6753425559264385,4.607168188650764,0.691153161953081,3.4440173788450834,0.691153161953081,4.270695952029551,3.5085558999826545,4.607168188650764,5.117993812416755])",0.0
F187,"['adult', 'gun', 'firm', 'along.', 'participant', 'good', 'century', 'car', 'black.', 'score', 'indicate', 'leader.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[72,503,1256,1766,1927,2611,3674,5396,5850,6168,6485,7281,7841,7860,7936,8313,8338,8894,9495],[4.270695952029551,0.691153161953081,3.125563647726549,5.523458920524919,4.019381523748645,5.523458920524919,4.137164559405029,4.607168188650764,0.691153161953081,5.523458920524919,4.270695952029551,0.6753425559264385,4.270695952029551,2.7826188965997183,0.691153161953081,4.830311739964974,0.691153161953081,3.8187108282864943,5.117993812416755])",0.0
F027,"['information', 'rich', 'price', 'whose', 'author.', 'reveal', 'town', 'word', 'poor', 'modern.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[78,373,503,1256,1507,1738,3519,4715,5850,6212,7281,7860,7936,8103,8190,8338,9539],[4.830311739964974,5.523458920524919,0.691153161953081,3.125563647726549,3.6516567436233283,4.137164559405029,4.607168188650764,4.137164559405029,0.691153161953081,4.607168188650764,0.6753425559264385,2.7826188965997183,0.691153161953081,5.523458920524919,4.137164559405029,0.691153161953081,4.019381523748645])",0.0
F202,"['attention', 'agree', 'test.', 'behind', 'safe', 'also.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,3144,4346,4377,5850,6925,7281,7642,7936,8121,8338,8960],[0.691153161953081,3.7316994512968646,4.019381523748645,2.60568818844064,0.691153161953081,3.914021008090819,0.6753425559264385,3.8187108282864943,0.691153161953081,5.523458920524919,0.691153161953081,5.523458920524919])",0.0
F197,"['world', 'food', 'city', 'method', 'benefit', 'institution.', 'whether', 'foot', 'respond', 'fight', 'specific.', 'set', 'every', 'us', 'instead.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[264,503,1955,2500,2526,3406,3892,5342,5495,5653,5850,6015,6660,6747,7180,7281,7890,7936,8338,8653,9360,9681],[5.523458920524919,0.691153161953081,5.117993812416755,4.607168188650764,5.117993812416755,4.019381523748645,2.5530444549552183,4.42484663185681,4.137164559405029,4.137164559405029,0.691153161953081,4.270695952029551,4.270695952029551,2.5530444549552183,4.830311739964974,0.6753425559264385,4.137164559405029,0.691153161953081,0.691153161953081,4.607168188650764,4.019381523748645,4.42484663185681])",0.0
R128,"['ask', 'place', 'cold', 'different', 'hour', 'help', 'them.', 'drug', 'miss', 'season.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[527,821,1071,2059,3507,3614,3920,4506,4687,6390,6683,7140,7860,8957,9347,9462],[4.270695952029551,2.849310271098391,4.42484663185681,2.60568818844064,4.270695952029551,0.667530016189645,4.42484663185681,0.691153161953081,0.691153161953081,4.42484663185681,4.830311739964974,4.607168188650764,2.7826188965997183,5.117993812416755,4.137164559405029,0.691153161953081])",1.0
F157,"['sit', 'shake', 'religious', 'player', 'up.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,796,2180,2259,4293,5850,6604,6946,7281,7936,8338,9813],[0.691153161953081,3.914021008090819,4.270695952029551,2.8154087194227095,4.42484663185681,0.691153161953081,4.019381523748645,4.019381523748645,0.6753425559264385,0.691153161953081,0.691153161953081,2.997730276216664])",0.0
F117,"['speak', 'three', 'event', 'grow', 'show', 'model', 'choice.', 'lawyer', 'program', 'wish', 'moment', 'none', 'traditional.', 'arm', 'bill', 'easy', 'upon.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[495,503,573,760,779,2404,2900,3401,3984,4019,4377,4732,5087,5850,5925,7102,7281,7728,7936,8135,8338,9021,9831],[4.137164559405029,0.691153161953081,4.607168188650764,4.270695952029551,5.117993812416755,4.42484663185681,5.117993812416755,4.607168188650764,4.019381523748645,4.270695952029551,2.60568818844064,4.607168188650764,4.607168188650764,0.691153161953081,4.270695952029551,4.019381523748645,0.6753425559264385,4.137164559405029,0.691153161953081,4.270695952029551,0.691153161953081,4.270695952029551,3.914021008090819])",0.0
F173,"['left', 'focus', 'realize', 'camera', 'five', 'authority.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1582,1650,1662,2006,3892,3931,5850,5974,6747,7281,7936,8338],[0.691153161953081,4.019381523748645,4.019381523748645,4.830311739964974,4.270695952029551,2.5530444549552183,3.4440173788450834,0.691153161953081,3.7316994512968646,2.5530444549552183,0.6753425559264385,0.691153161953081,0.691153161953081])",0.0
F024,"['box', 'policy', 'floor', 'fear', 'arrive.', 'trade', 'end', 'wall', 'drug', 'structure.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[419,453,503,650,4142,4319,5392,5842,5850,6404,7281,7860,7922,7936,8338,9513],[4.42484663185681,4.270695952029551,0.691153161953081,2.958509563063383,4.607168188650764,3.5085558999826545,4.830311739964974,5.523458920524919,0.691153161953081,4.137164559405029,0.6753425559264385,2.7826188965997183,4.019381523748645,0.691153161953081,0.691153161953081,3.577548771469606])",0.0
F096,"['international', 'glass', 'nearly', 'fine.', 'analysis', 'left.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[188,292,503,1296,2866,3486,4921,5134,5850,6932,7281,7936,8338],[4.270695952029551,5.523458920524919,0.691153161953081,3.914021008090819,4.42484663185681,2.849310271098391,2.849310271098391,5.117993812416755,0.691153161953081,4.42484663185681,0.6753425559264385,0.691153161953081,0.691153161953081])",0.0
R247,"['either', 'return', 'build', 'wind', 'lay', 'attention.', 'tend', 'country', 'mind', 'experience', 'better.', 'film', 'sport', 'medical', 'something.', 'defense', 'type', 'everyone', 'important.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[635,1770,1810,2558,3014,3065,3184,3526,3543,3614,3635,4240,4475,4506,4687,5003,6219,7078,7870,8203,8268,8278,8893,9126,9462],[3.914021008090819,2.8844015909096608,3.914021008090819,4.270695952029551,4.137164559405029,5.523458920524919,2.7508701982851385,4.270695952029551,3.7316994512968646,0.667530016189645,4.137164559405029,4.42484663185681,4.270695952029551,0.691153161953081,0.691153161953081,4.42484663185681,3.172083663361442,5.523458920524919,4.42484663185681,5.117993812416755,3.383392757028649,4.830311739964974,5.117993812416755,4.42484663185681,0.691153161953081])",1.0
F226,"['traditional', 'available', 'policy.', 'security', 'today', 'far', 'debate', 'buy.', 'mrs', 'property', 'radio', 'lot', 'dinner', 'cup', 'heavy', 'memory.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,526,2240,2259,2475,2634,2733,3059,4158,4486,4943,5850,6079,6944,7281,7936,8276,8338,8949,9086,9751,9806,9813],[0.691153161953081,5.523458920524919,4.019381523748645,2.8154087194227095,4.137164559405029,3.8187108282864943,3.7316994512968646,4.019381523748645,4.019381523748645,4.270695952029551,4.830311739964974,0.691153161953081,5.523458920524919,2.8154087194227095,0.6753425559264385,0.691153161953081,3.914021008090819,0.691153161953081,4.270695952029551,4.42484663185681,4.019381523748645,4.270695952029551,2.997730276216664])",0.0
F100,"['sing', 'study', 'member', 'certain', 'social', 'really.', 'company', 'dinner', 'tonight', 'conference.', 'cover', 'building', 'lead', 'right', 'whether.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[503,823,942,1790,1898,2240,2918,3389,4224,5356,5850,5852,6104,6451,6547,6790,6959,7281,7936,8338,9288,9676],[0.691153161953081,4.42484663185681,4.019381523748645,4.42484663185681,4.830311739964974,4.019381523748645,3.0385522707369192,4.019381523748645,4.607168188650764,4.137164559405029,0.691153161953081,4.42484663185681,4.42484663185681,3.6516567436233283,4.42484663185681,4.830311739964974,5.117993812416755,0.6753425559264385,0.691153161953081,0.691153161953081,3.8187108282864943,3.0385522707369192])",0.0
F246,"['degree', 'defense', 'near', 'line', 'black', 'force.', 'quality', 'foreign', 'may', 'hope', 'boy', 'season', 'somebody.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[157,503,1182,1948,2259,2358,3506,3543,5850,5974,6000,6206,6291,7281,7936,8338,8741,9160,9813,9943],[3.5085558999826545,0.691153161953081,4.607168188650764,3.7316994512968646,2.8154087194227095,4.270695952029551,3.8187108282864943,3.7316994512968646,0.691153161953081,3.7316994512968646,4.019381523748645,4.607168188650764,4.607168188650764,0.6753425559264385,0.691153161953081,0.691153161953081,5.117993812416755,4.607168188650764,2.997730276216664,4.607168188650764])",0.0
F183,"['development', 'recent', 'news', 'behavior', 'training', 'cost.', 'treat', 'dinner', 'month', 'doctor', 'coach', 'realize.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,735,777,2240,2433,2710,2871,3514,5591,5741,5850,6143,7281,7538,7936,8338,8750],[0.691153161953081,2.958509563063383,3.914021008090819,4.42484663185681,4.019381523748645,4.137164559405029,5.117993812416755,3.914021008090819,3.914021008090819,3.914021008090819,4.607168188650764,0.691153161953081,5.117993812416755,0.6753425559264385,4.019381523748645,0.691153161953081,0.691153161953081,4.607168188650764])",0.0
R063,"['drop', 'attack', 'officer', 'main', 'chance', 'interview.', 'interview', 'large', 'identify', 'although', 'protect', 'themselves.', 'build', 'scientist', 'impact', 'choice', 'structure.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[346,696,1637,1972,3014,3614,3967,4506,4687,5138,5392,5693,5853,6035,6053,6226,6944,7022,7235,7779,8577,9462],[4.42484663185681,4.42484663185681,4.42484663185681,4.019381523748645,4.137164559405029,0.667530016189645,4.830311739964974,0.691153161953081,0.691153161953081,5.117993812416755,4.830311739964974,4.42484663185681,4.830311739964974,4.019381523748645,3.4440173788450834,4.42484663185681,2.8154087194227095,4.42484663185681,4.270695952029551,3.7316994512968646,4.830311739964974,0.691153161953081])",1.0
R005,"['spring', 'many', 'military.', 'past', 'huge', 'treatment', 'water', 'room.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[1644,2198,2366,2589,3556,3614,4439,4506,4687,5188,8015,9275,9462],[4.607168188650764,3.914021008090819,4.137164559405029,3.577548771469606,2.8844015909096608,0.667530016189645,4.607168188650764,0.691153161953081,0.691153161953081,4.270695952029551,4.270695952029551,4.270695952029551,0.691153161953081])",1.0
R084,"['technology', 'force', 'put', 'news', 'manage', 'that.', 'father', 'decide', 'recognize', 'edge', 'require', 'laugh.', 'radio', 'property', 'there.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[391,1020,1800,2433,2733,3556,3614,3673,3921,4506,4687,5804,6508,7883,8171,8293,8449,8871,9086,9462],[3.7316994512968646,2.579019941358479,4.137164559405029,4.137164559405029,3.7316994512968646,2.8844015909096608,0.667530016189645,5.117993812416755,3.7316994512968646,0.691153161953081,0.691153161953081,4.830311739964974,5.117993812416755,4.019381523748645,3.4440173788450834,3.8187108282864943,4.270695952029551,4.830311739964974,4.42484663185681,0.691153161953081])",1.0
R124,"['dinner', 'natural', 'everybody.', 'ask', 'recognize', 'positive', 'walk', 'hospital.', 'despite', 'doctor', 'government', 'upon', 'skin', 'ten', 'authority.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[1,777,934,1301,2006,2240,2259,2806,3507,3614,4506,4687,4988,5047,5085,5833,6142,6735,8171,9462],[4.607168188650764,4.42484663185681,4.607168188650764,4.607168188650764,4.270695952029551,4.019381523748645,2.8154087194227095,5.117993812416755,4.270695952029551,0.667530016189645,0.691153161953081,0.691153161953081,4.607168188650764,2.6902455764687034,3.5085558999826545,4.270695952029551,4.137164559405029,4.270695952029551,3.4440173788450834,0.691153161953081])",1.0
R118,"['amount', 'letter', 'study', 'approach.', 'hope', 'drive', 'recently', 'effort', 'behind.', 'successful', 'quality', 'whatever', 'plant', 'marriage.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[564,1344,2034,3506,3614,4224,4506,4687,5659,5726,6000,6325,6434,7066,7222,7244,7695,8271,9462],[3.6516567436233283,5.117993812416755,4.607168188650764,3.8187108282864943,0.667530016189645,4.607168188650764,0.691153161953081,0.691153161953081,3.914021008090819,4.019381523748645,4.019381523748645,3.8187108282864943,4.607168188650764,2.7826188965997183,4.270695952029551,3.4440173788450834,4.42484663185681,4.830311739964974,0.691153161953081])",1.0
F001,"['sure', 'forget', 'thing', 'art', 'green', 'authority.', 'summer', 'manager', 'indeed', 'start.', 'garden', 'official', 'yet', 'within', 'box', 'whole.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,551,650,1652,1821,2006,3073,3857,4037,4934,5850,5936,7146,7281,7854,7922,7936,8049,8338,8485,9481,9817],[0.691153161953081,4.270695952029551,2.958509563063383,4.137164559405029,4.270695952029551,4.270695952029551,4.607168188650764,4.270695952029551,4.830311739964974,4.42484663185681,0.691153161953081,4.270695952029551,4.830311739964974,0.6753425559264385,4.42484663185681,4.019381523748645,0.691153161953081,5.523458920524919,0.691153161953081,4.270695952029551,4.607168188650764,3.7316994512968646])",0.0
F007,"['trip', 'community', 'defense', 'attack.', 'fine', 'floor', 'usually', 'star', 'modern', 'my.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,2066,2336,2990,3543,3643,4319,4596,5170,5782,5850,6431,7281,7936,8174,8338,9876],[0.691153161953081,2.7508701982851385,3.914021008090819,4.270695952029551,3.7316994512968646,5.523458920524919,3.5085558999826545,5.523458920524919,4.830311739964974,4.137164559405029,0.691153161953081,4.42484663185681,0.6753425559264385,0.691153161953081,4.137164559405029,0.691153161953081,2.7508701982851385])",0.0
F046,"['pretty', 'threat', 'fine', 'full', 'style', 'whether.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,1208,3184,3919,5850,6431,6547,7281,7936,8000,8070,8338,8897],[0.691153161953081,2.7826188965997183,2.7508701982851385,4.42484663185681,0.691153161953081,4.42484663185681,4.42484663185681,0.6753425559264385,0.691153161953081,3.8187108282864943,4.607168188650764,0.691153161953081,4.830311739964974])",0.0
R103,"['mouth', 'series', 'often', 'decide', 'chair.', 'region', 'number', 'analysis', 'exist.', 'easy', 'available', 'hot', 'across.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[7,760,795,1296,1584,2475,3614,4463,4506,4687,5627,7066,7497,8159,8293,8519,9462,9693],[4.137164559405029,4.270695952029551,5.523458920524919,3.914021008090819,5.523458920524919,4.137164559405029,0.667530016189645,4.270695952029551,0.691153161953081,0.691153161953081,5.523458920524919,2.7826188965997183,4.137164559405029,3.4440173788450834,3.8187108282864943,3.914021008090819,0.691153161953081,4.137164559405029])",1.0
R037,"['brother', 'office', 'rock.', 'gas', 'catch', 'receive', 'rich.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[291,3614,4506,4617,4687,4991,5432,5442,5607,7949,8344,9296,9462],[4.607168188650764,0.667530016189645,0.691153161953081,3.7316994512968646,0.691153161953081,2.6902455764687034,2.7200985396183848,5.523458920524919,4.137164559405029,4.019381523748645,3.7316994512968646,5.523458920524919,0.691153161953081])",1.0
F193,"['street', 'garden', 'thank', 'question', 'possible', 'soldier.', 'evidence', 'hope', 'free', 'spend', 'official.', 'store', 'phone', 'off.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[353,503,939,1073,1626,1687,2054,2947,3684,3892,5382,5850,5936,6000,6100,6747,7184,7281,7936,8338,9078],[3.8187108282864943,0.691153161953081,5.523458920524919,3.914021008090819,4.137164559405029,4.137164559405029,4.137164559405029,4.137164559405029,4.137164559405029,2.5530444549552183,4.830311739964974,0.691153161953081,4.270695952029551,4.019381523748645,4.270695952029551,2.5530444549552183,4.137164559405029,0.6753425559264385,0.691153161953081,0.691153161953081,4.830311739964974])",0.0
R166,"['people', 'police', 'claim', 'scene', 'tax', 'quickly.', 'stay', 'artist', 'wife', 'green', 'girl', 'open.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[433,551,1029,3021,3556,3614,3818,3876,4263,4506,4687,5844,6587,7381,8931,8937,9462],[4.830311739964974,4.270695952029551,4.137164559405029,5.117993812416755,2.8844015909096608,0.667530016189645,5.117993812416755,4.42484663185681,4.270695952029551,0.691153161953081,0.691153161953081,3.914021008090819,5.117993812416755,4.607168188650764,4.830311739964974,3.914021008090819,0.691153161953081])",1.0
F017,"['establish', 'land', 'opportunity', 'hundred', 'thank', 'themselves.', 'authority', 'onto', 'specific', 'worry', 'institution.', 'official', 'almost', 'short', 'no.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,1176,1262,1687,2059,2066,2470,2923,4319,5175,5850,5853,6976,7148,7180,7281,7936,8338,8343,8485,8566,9876],[0.691153161953081,4.137164559405029,4.270695952029551,4.137164559405029,2.60568818844064,2.7508701982851385,5.117993812416755,4.137164559405029,3.5085558999826545,4.42484663185681,0.691153161953081,4.830311739964974,4.270695952029551,4.019381523748645,4.830311739964974,0.6753425559264385,0.691153161953081,0.691153161953081,5.117993812416755,4.270695952029551,4.830311739964974,2.7508701982851385])",0.0
R008,"['model', 'administration', 'number', 'agreement', 'family.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[3614,4506,4687,5185,7102,8033,8413,8519,9034,9144,9462],[0.667530016189645,0.691153161953081,0.691153161953081,4.607168188650764,4.019381523748645,4.607168188650764,3.914021008090819,3.914021008090819,2.920769235080536,2.7508701982851385,0.691153161953081])",1.0
F071,"['reduce', 'however', 'reflect', 'quality', 'month.', 'focus', 'mind', 'condition', 'couple.', 'late', 'option', 'sister', 'air', 'fast.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[88,503,708,911,1481,3079,3184,3486,3506,3521,3931,4831,4921,5321,5328,5850,7281,7936,8159,8338,9613],[4.270695952029551,0.691153161953081,5.523458920524919,4.270695952029551,4.270695952029551,4.42484663185681,2.7508701982851385,2.849310271098391,3.8187108282864943,3.8187108282864943,3.4440173788450834,5.523458920524919,2.849310271098391,3.914021008090819,3.5085558999826545,0.691153161953081,0.6753425559264385,0.691153161953081,3.4440173788450834,0.691153161953081,4.137164559405029])",0.0
